id,name,longitude,latitude,adname,中类,小类
B00140MVJL,西关实验小学(芳园校区),113.21671642539108,23.075063900934936,荔湾区,学校,中学
B00141IJ76,广州市为明学校罗马校区(高中部),113.31713516583812,23.05939945207403,海珠区,学校,中学
B0FFHIYW44,北大附中为明广州实验学校国际部,113.31714509311186,23.060171103450063,海珠区,学校,中学
B0FFGOE587,特警一中,113.23570066772828,23.08134805225945,荔湾区,学校,中学
B00140K46B,广州市新滘中学(贵荣校区),113.35379385820532,23.084001824383265,海珠区,学校,中学
B0IR97PHJS,广州市海华高级中学,113.34810698102616,23.07584436148419,海珠区,学校,中学
B0FFKCEMCL,中国教育科学研究院荔湾实验学校,113.20902783342194,23.079230524258065,荔湾区,学校,中学
B0FFGAPQV4,海北博雅实验学校,113.18994384056128,23.083419573726072,荔湾区,学校,中学
B00140WDSJ,广州市培英中学(鹤洞校区),113.23684406226798,23.079424219459444,荔湾区,学校,中学
B00140N7O8,广州市海珠外国语实验中学附属学校,113.27031548025448,23.07299960348516,海珠区,学校,中学
B00141JIFL,广州海珠华洲实验学校,113.34025239439003,23.07554706944829,海珠区,学校,中学
B00140BB3N,广州市真光中学东漖学校,113.21623245906768,23.08252825935429,荔湾区,学校,中学
B0FFHYEUA4,广州荔湾区新苗学校,113.1895504762592,23.07907674212401,荔湾区,学校,中学
B00140B6PO,广州市劬劳中学,113.30936758690268,23.06503062902308,海珠区,学校,中学
B00141S1X0,广州市第一中学双桥学校,113.21474980487945,23.12991814354352,荔湾区,学校,中学
B00140N20M,广州市真光中学(本部校区),113.23981347431634,23.0799786779277,荔湾区,学校,中学
B0FFHJK1B3,康乐中学,113.28872901061628,23.060617317580096,海珠区,学校,中学
B0FFFWLA3Q,广州天河爱莎外籍人员子女学校,113.3639959394892,23.113962064607165,天河区,学校,中学
B00140AXAT,北山学校,113.36506154168946,23.085352643110465,海珠区,学校,中学
B00141RF2I,广州市真光中学初中部实验校区,113.24197348026723,23.081485336396504,荔湾区,学校,中学
B00140W5AF,广州市第十八中学,113.40941804744958,23.109323846351025,天河区,学校,中学
B00140W5FY,黄埔中学,113.38709996696642,23.09198843554351,海珠区,学校,中学
B00140UG0S,广州市培才高级中学,113.27630605734528,23.07807122479573,海珠区,学校,中学
B0FFIAPS9G,广州市执信中学琶洲实验学校,113.37392576322156,23.10133141247657,海珠区,学校,中学
B0IR779BMX,广州市穗华学校,113.3718142181766,23.08059912928864,海珠区,学校,中学
B0FFHCYFV5,六中珠江中学(万胜围校区),113.38213484799292,23.09789851198145,海珠区,学校,中学
B00140UG9V,天河明珠中英文学校,113.41740426736784,23.114035888230283,天河区,学校,中学
B00140C91V,广州市培正中学矿泉学校,113.245107681961,23.16532746976071,越秀区,学校,中学
B0IGU9610O,广州市第七中学,113.24079045823144,23.15587687838949,越秀区,学校,中学
B0FFIBSBUI,广州市第七中学实验学校,113.24197848793465,23.15595898582188,越秀区,学校,中学
B0FFJFY3LR,广州市第一中学(分校区),113.21025434945662,23.1379228412102,荔湾区,学校,中学
B00140T9YS,广州市第一中学高中部,113.21077989043488,23.138919070100243,荔湾区,学校,中学
B00140M5UM,广州市陈嘉庚纪念中学,113.23907573704032,23.149489084473576,荔湾区,学校,中学
B00140HPU6,西关广雅实验学校(东风西路校区),113.23562682833966,23.13837355937467,荔湾区,学校,中学
B0FFIAT6PU,西关广雅实验学校(南岸路校区),113.22269565340292,23.13286537995776,荔湾区,学校,中学
B00140HR13,广州市西关外国语流花学校,113.24290642265574,23.14185860867158,荔湾区,学校,中学
B00141JP6X,广州市真光中学(岭南校区),113.2348296386584,23.152858553036022,荔湾区,学校,中学
B00140UF2Q,天河区成龙中学,113.3112365344616,23.17246546550683,天河区,学校,中学
B00140TVA0,广州天省实验学校,113.34103778734328,23.179660719066128,天河区,学校,中学
B00140UF1W,广州市天河同仁天兴学校,113.32802794848504,23.173959973957352,天河区,学校,中学
B0FFG6F2WM,广州市美华中学,113.23318055908294,23.14615054038041,荔湾区,学校,中学
B0H26H0CMO,广州市第十七中学西校区,113.24354191925376,23.13404276079755,越秀区,学校,中学
B00140HFWT,广东广雅中学(本部校区),113.23556361807348,23.14126438624316,荔湾区,学校,中学
B0FFHGHIM6,广州市南海中学(高中部),113.23305615030286,23.13667625443728,荔湾区,学校,中学
B00140H7VE,广州市长兴中学,113.3520925865252,23.1722998757944,天河区,学校,中学
B00140SAMI,广州市南海中学,113.23307315524752,23.136693254946643,荔湾区,学校,中学
B00140WAR2,广州市西关外国语学校初中部彩虹桥校区,113.23455489931617,23.132859388087727,荔湾区,学校,中学
